userId,movieId,rating,timestamp
196306,3703,4.0,1041796661
177777,1380,4.0,1625891384
73911,52722,3.5,1585475778
96042,3362,5.0,968625423
187477,106100,4.5,1584825854
168724,4712,4.0,1019064662
62258,6564,2.5,1105461556
21978,49272,3.0,1501628243
62293,73290,4.0,1688313404
166241,296,4.5,1178544822
77337,4844,3.0,1018750485
103597,115713,5.0,1618112678
34556,364,3.0,1523096189
51981,1961,4.5,1225337611
161865,4571,3.5,1586479678
119724,53464,1.0,1419837322
100192,2028,5.0,1543431493
106991,356,4.5,1162137348
178706,5418,4.5,1508736630
19876,32,4.0,1298642877
1565,1035,4.5,1141603412
76386,913,5.0,1374771951
126506,2724,3.5,1156400755
41052,296,3.0,939398545
49243,6188,3.5,1450035430
142230,93,1.0,1596647452
36558,7293,3.5,1589045536
159785,180985,4.5,1588953169
62771,53000,3.0,1522256808
141361,2541,4.0,1017638112
184497,3559,4.0,1379677189
198544,900,4.5,1584590225
192649,186,2.5,1111547299
95872,43836,2.5,1522773143
79907,3155,3.0,1010017198
101551,134130,3.5,1461039803
60423,91535,3.5,1449837472
84366,4367,2.0,1462118721
56986,760,3.0,1176769681
50852,43836,2.5,1465951110
78952,6537,3.0,1171703197
145473,1178,5.0,1035605463
140300,1393,5.0,995854856
111307,4027,3.0,1249606049
82050,106330,5.0,1463526374
88924,68954,4.5,1448141855
187835,66097,2.5,1269800210
147865,2023,3.0,974703418
152003,89745,3.5,1468311375
64777,505,3.0,855612731
57789,7160,3.5,1249558965
94287,223944,3.0,1609190269
58656,6377,5.0,1633907626
135752,265,4.0,867205701
176747,87529,3.5,1329638528
195725,49932,3.5,1319918194
65424,6711,3.0,1553562810
24327,111443,3.5,1493501400
43466,2291,3.5,1438134576
19977,1967,3.0,1057872749
50875,191869,4.0,1628477260
56725,135,2.0,1039714591
67950,4995,4.0,1594368562
177303,4340,4.5,1232498319
24637,64969,3.5,1662857917
24257,77561,5.0,1508325930
178912,159858,2.5,1561240712
173415,62,4.0,903812699
3400,5015,5.0,1689655445
10515,136469,4.0,1509836022
193799,142488,5.0,1686621299
17796,1747,2.0,1324183661
131944,2248,1.5,1233318725
91496,97866,5.0,1586436384
151525,457,4.0,835022118
47699,4447,5.0,1001253029
115774,3785,1.5,1357150504
80097,46578,4.5,1509044615
191490,8581,3.5,1415622699
63436,111921,4.0,1484437589
120029,4312,4.0,1667169062
30250,2959,3.0,1104445478
159913,380,3.0,1156706535
134746,4298,5.0,1283871576
199585,6934,3.5,1193237748
181722,1645,4.0,1287225049
74838,72998,3.0,1655843704
56310,30793,4.0,1129317675
160511,168288,0.5,1505595355
200564,6377,4.5,1129606624
70108,3071,4.5,1214714036
52129,4776,4.0,1565007660
85764,1238,3.0,853684706
160837,362,3.0,1327182108
182301,2683,3.0,1103134895
140341,1479,4.0,1166040037
7209,8957,3.5,1494280430
10280,2117,2.5,1594152475
69830,3355,3.0,1497595655
185484,6283,4.0,1312437804
119278,2567,4.0,1107401673
85554,33834,1.5,1436046923
105193,254,3.0,841090493
140961,8665,3.5,1503746803
68239,34542,4.0,1467598391
126184,2686,2.0,939520127
100611,162592,4.0,1555463773
65382,1196,4.0,1530414742
160011,1237,4.5,1436733618
30349,4084,0.5,1481686473
21011,5691,0.5,1476826225
156630,194,4.0,940726649
142527,69,1.5,1310525755
33879,4848,4.0,1111808825
117679,2729,4.0,1585275668
127690,68954,5.0,1506763819
86543,27266,5.0,1130797535
11468,96079,3.5,1437912283
40948,1135,3.5,1183055207
23998,31658,4.5,1245535202
200877,2657,3.0,974996393
113794,1911,2.0,1174803822
2704,61240,3.0,1437848217
146492,59369,4.5,1567888443
35193,500,1.0,1507935730
172754,2459,5.0,1573629654
194033,86332,4.0,1387969512
126335,1198,4.0,1042836771
88477,2571,5.0,1521286809
184419,4973,3.0,1057579787
187965,3252,4.0,1109933235
74282,104879,4.5,1506521570
154379,24,1.0,982554794
186744,96079,2.5,1605043694
188060,1580,5.0,951020637
49712,2555,1.0,953013524
72302,1580,2.5,1214199801
88922,1080,5.0,946782245
11866,4502,3.0,1002217586
92920,1682,4.0,1632538213
94193,1225,5.0,962655729
166073,6116,3.5,1308770708
55486,1089,4.5,1077977898
170065,296,2.5,1251650460
76564,3148,4.0,978720691
104122,3798,3.0,1585356900
40603,118880,3.5,1433650513
94659,592,4.0,1612775555
191814,2,4.0,1489332051
28311,4034,4.0,995772495
88625,2470,1.0,957182878
96624,805,3.0,843572775
191856,4427,4.0,1032997218
133878,50445,2.0,1545119086
44622,4025,3.0,1695789999
69371,3932,5.0,1006898302
90675,3988,3.5,1054326937
178716,79132,5.0,1484305291
178134,8638,4.0,1154962833
148643,2353,4.0,955936099
60881,2023,4.0,1343069126
50810,3980,4.0,993475419
92292,1256,4.0,940197335
33198,194951,3.5,1568247784
51548,1266,5.0,1440178674
82047,4848,5.0,1682442485
88454,1219,5.0,1127398826
108662,1223,3.0,1360983767
21586,4664,4.0,1180562877
174512,3936,3.0,984434982
56403,4973,2.5,1417564925
177172,76093,3.5,1548550663
169268,3745,3.5,1310414314
191336,367,3.0,1060817263
35480,1208,4.5,1126819946
44042,3932,3.5,1539516624
90847,541,4.5,1154286323
32416,60397,4.5,1238880768
167257,163,2.5,1113697460
140430,6870,3.5,1619077808
91804,70286,3.5,1689002450
173726,33162,3.5,1679360040
23783,1566,4.5,1580447281
36277,1923,4.0,940798434
96930,84601,3.0,1624311680
194848,48394,4.0,1390950593
110286,2394,5.0,1695181092
21053,3147,5.0,1499441023
124075,114180,5.0,1630606856
186078,3147,4.0,1111571953
110951,110586,0.5,1446065946
28607,7045,4.0,1336189864
17236,1263,4.5,1171746647
184671,7058,3.5,1236915006
146835,9,2.0,1174445530
114864,68793,4.5,1546020225
23524,2,2.5,1056255523
164152,3269,4.0,959713652
184167,5049,4.0,1184969690
182917,120466,4.0,1584805684
57618,5507,3.0,1568118169
